user_id,question_id,subject,topic,answer_correct,confidence,time_taken,expected_time,confidence_error,speed_score,fake_confidence,guess_flag,strategy_type
S14,107,DSA,Stack,0,2,9,8.0,2,0.9941666666666666,0,0,mixed
S14,238,DSA,Queue,1,1,5,8.0,0,1.7895,0,1,mixed
S14,69,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,conceptual
S14,106,DSA,Stack,0,1,12,8.0,1,0.745625,0,0,mixed
S14,125,DSA,Stack,1,2,8,8.0,0,1.1184375,0,1,trial
S14,13,DSA,Stack,0,3,5,8.0,3,1.7895,0,0,trial
S15,159,DSA,Stack,0,1,5,8.0,1,1.7895,0,0,trial
S15,202,DSA,Queue,0,1,14,8.0,1,0.6391071428571429,0,0,mixed
S15,266,DSA,Queue,1,2,8,8.0,0,1.1184375,0,1,conceptual
S15,233,DSA,Queue,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S15,234,DSA,Queue,0,1,5,8.0,1,1.7895,0,0,trial
S15,87,DSA,Stack,1,1,7,8.0,0,1.2782142857142855,0,1,mixed
S15,183,DSA,Queue,1,1,12,8.0,0,0.745625,0,1,mixed
S15,126,DSA,Stack,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S15,164,DSA,Stack,0,2,9,8.0,2,0.9941666666666666,0,0,mixed
S15,50,DSA,Stack,0,3,10,8.0,3,0.8947499999999999,0,0,mixed
S16,202,DSA,Queue,1,2,5,8.0,0,1.7895,0,1,mixed
S16,172,DSA,Queue,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S16,199,DSA,Queue,0,2,5,8.0,2,1.7895,0,0,trial
S16,225,DSA,Queue,0,3,13,8.0,3,0.6882692307692307,0,0,mixed
S16,131,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,pattern
S16,162,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,mixed
S16,183,DSA,Queue,1,3,4,8.0,0,2.236875,0,0,mixed
S16,10,DSA,Stack,1,5,4,,0,2.236875,0,0,mixed
S16,92,DSA,Stack,0,5,6,8.0,5,1.49125,1,0,trial
S16,88,DSA,Stack,0,4,9,8.0,4,0.9941666666666666,1,0,pattern
S17,169,DSA,Stack,0,2,3,8.0,2,2.9825,0,0,trial
S17,262,DSA,Queue,1,1,15,8.0,0,0.5965,0,1,mixed
S17,199,DSA,Queue,0,5,12,8.0,5,0.745625,1,0,pattern
S17,4,DSA,Stack,0,2,10,,2,0.8947499999999999,0,0,mixed
S17,278,DSA,Queue,1,5,6,8.0,0,1.49125,0,0,mixed
S17,92,DSA,Stack,1,4,12,8.0,0,0.745625,0,0,conceptual
S17,31,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,mixed
S17,65,DSA,Stack,1,4,4,8.0,0,2.236875,0,0,mixed
S17,273,DSA,Queue,1,5,14,8.0,0,0.6391071428571429,0,0,trial
S17,22,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S18,108,DSA,Stack,0,1,11,8.0,1,0.8134090909090909,0,0,mixed
S18,143,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,trial
S18,126,DSA,Stack,0,5,13,8.0,5,0.6882692307692307,1,0,pattern
S18,151,DSA,Stack,0,5,5,8.0,5,1.7895,1,0,trial
S18,20,DSA,Stack,0,2,11,8.0,2,0.8134090909090909,0,0,mixed
S18,60,DSA,Stack,1,2,8,8.0,0,1.1184375,0,1,mixed
S18,97,DSA,Stack,1,2,10,8.0,0,0.8947499999999999,0,1,mixed
S18,249,DSA,Queue,0,5,7,8.0,5,1.2782142857142855,1,0,pattern
S18,82,DSA,Stack,1,4,3,8.0,0,2.9825,0,0,mixed
S18,239,DSA,Queue,1,3,3,8.0,0,2.9825,0,0,mixed
S19,231,DSA,Queue,0,2,10,8.0,2,0.8947499999999999,0,0,mixed
S19,122,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S19,117,DSA,Stack,1,1,15,8.0,0,0.5965,0,1,mixed
S19,79,DSA,Stack,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S19,8,DSA,Stack,1,5,9,,0,0.9941666666666666,0,0,mixed
S19,43,DSA,Stack,0,3,3,8.0,3,2.9825,0,0,trial
S19,63,DSA,Stack,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S19,37,DSA,Stack,1,5,4,8.0,0,2.236875,0,0,mixed
S19,32,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S19,146,DSA,Stack,1,5,4,8.0,0,2.236875,0,0,mixed
S20,72,DSA,Stack,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S20,223,DSA,Queue,1,1,13,8.0,0,0.6882692307692307,0,1,mixed
S20,176,DSA,Queue,0,4,9,8.0,4,0.9941666666666666,1,0,pattern
S20,95,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S20,39,DSA,Stack,0,2,8,8.0,2,1.1184375,0,0,mixed
S20,202,DSA,Queue,0,2,9,8.0,2,0.9941666666666666,0,0,mixed
S20,185,DSA,Queue,1,1,5,8.0,0,1.7895,0,1,mixed
S20,77,DSA,Stack,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S20,257,DSA,Queue,0,5,5,8.0,5,1.7895,1,0,trial
S20,243,DSA,Queue,1,5,10,8.0,0,0.8947499999999999,0,0,pattern
S21,17,DSA,Stack,0,4,7,8.0,4,1.2782142857142855,1,0,pattern
S21,238,DSA,Queue,1,4,15,8.0,0,0.5965,0,0,conceptual
S21,226,DSA,Queue,1,2,5,8.0,0,1.7895,0,1,mixed
S21,165,DSA,Stack,0,2,10,8.0,2,0.8947499999999999,0,0,mixed
S21,68,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,conceptual
S21,131,DSA,Stack,1,1,3,8.0,0,2.9825,0,1,mixed
S21,107,DSA,Stack,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S21,190,DSA,Queue,0,2,14,8.0,2,0.6391071428571429,0,0,mixed
S21,153,DSA,Stack,0,5,13,8.0,5,0.6882692307692307,1,0,conceptual
S21,23,DSA,Stack,1,5,9,8.0,0,0.9941666666666666,0,0,mixed
S22,283,DSA,Queue,0,5,3,8.0,5,2.9825,1,0,trial
S22,269,DSA,Queue,1,1,11,8.0,0,0.8134090909090909,0,1,trial
S22,155,DSA,Stack,1,5,14,8.0,0,0.6391071428571429,0,0,pattern
S22,146,DSA,Stack,0,3,6,8.0,3,1.49125,0,0,trial
S22,88,DSA,Stack,1,3,6,8.0,0,1.49125,0,0,mixed
S22,42,DSA,Stack,0,3,6,8.0,3,1.49125,0,0,trial
S22,13,DSA,Stack,0,4,15,8.0,4,0.5965,1,0,pattern
S22,236,DSA,Queue,1,1,3,8.0,0,2.9825,0,1,mixed
S22,280,DSA,Queue,0,5,3,8.0,5,2.9825,1,0,trial
S22,69,DSA,Stack,1,4,14,8.0,0,0.6391071428571429,0,0,conceptual
S23,248,DSA,Queue,1,4,11,8.0,0,0.8134090909090909,0,0,conceptual
S23,160,DSA,Stack,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S23,148,DSA,Stack,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S23,233,DSA,Queue,0,5,15,8.0,5,0.5965,1,0,pattern
S23,215,DSA,Queue,1,1,12,8.0,0,0.745625,0,1,mixed
S23,146,DSA,Stack,1,1,5,8.0,0,1.7895,0,1,mixed
S23,169,DSA,Stack,1,1,15,8.0,0,0.5965,0,1,mixed
S23,193,DSA,Queue,0,1,6,8.0,1,1.49125,0,0,trial
S23,67,DSA,Stack,1,4,6,8.0,0,1.49125,0,0,mixed
S23,5,DSA,Stack,0,2,6,,2,1.49125,0,0,trial
S24,40,DSA,Stack,1,4,15,8.0,0,0.5965,0,0,conceptual
S24,42,DSA,Stack,0,2,5,8.0,2,1.7895,0,0,trial
S24,85,DSA,Stack,0,3,5,8.0,3,1.7895,0,0,pattern
S24,70,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,trial
S24,3,DSA,Stack,1,3,10,,0,0.8947499999999999,0,0,mixed
S24,46,DSA,Stack,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S24,134,DSA,Stack,0,3,8,8.0,3,1.1184375,0,0,mixed
S24,222,DSA,Queue,0,1,12,8.0,1,0.745625,0,0,mixed
S24,56,DSA,Stack,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S24,250,DSA,Queue,0,2,12,8.0,2,0.745625,0,0,mixed
S25,239,DSA,Queue,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S25,172,DSA,Queue,1,2,14,8.0,0,0.6391071428571429,0,1,mixed
S25,217,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S25,155,DSA,Stack,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S25,182,DSA,Queue,0,2,5,8.0,2,1.7895,0,0,trial
S25,54,DSA,Stack,1,1,9,8.0,0,0.9941666666666666,0,1,mixed
S25,212,DSA,Queue,1,4,8,8.0,0,1.1184375,0,0,mixed
S25,183,DSA,Queue,1,2,15,8.0,0,0.5965,0,1,mixed
S25,141,DSA,Stack,1,2,5,8.0,0,1.7895,0,1,mixed
S25,135,DSA,Stack,0,1,13,8.0,1,0.6882692307692307,0,0,mixed
S26,286,DSA,Queue,0,4,6,8.0,4,1.49125,1,0,trial
S26,165,DSA,Stack,1,1,5,8.0,0,1.7895,0,1,mixed
S26,262,DSA,Queue,0,5,15,8.0,5,0.5965,1,0,mixed
S26,253,DSA,Queue,1,5,4,8.0,0,2.236875,0,0,mixed
S26,37,DSA,Stack,0,1,15,8.0,1,0.5965,0,0,mixed
S26,126,DSA,Stack,0,2,4,8.0,2,2.236875,0,0,trial
S26,21,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,mixed
S26,227,DSA,Queue,1,5,8,8.0,0,1.1184375,0,0,pattern
S26,53,DSA,Stack,0,4,9,8.0,4,0.9941666666666666,1,0,pattern
S26,28,DSA,Stack,1,4,10,8.0,0,0.8947499999999999,0,0,mixed
S27,140,DSA,Stack,0,5,14,8.0,5,0.6391071428571429,1,0,pattern
S27,158,DSA,Stack,0,1,4,8.0,1,2.236875,0,0,trial
S27,214,DSA,Queue,1,2,7,8.0,0,1.2782142857142855,0,1,mixed
S27,97,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,pattern
S27,1,DSA,Stack,0,1,6,6.0,1,1.49125,0,0,trial
S27,234,DSA,Queue,1,1,3,8.0,0,2.9825,0,1,mixed
S27,14,DSA,Stack,1,4,4,8.0,0,2.236875,0,0,mixed
S27,170,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,mixed
S27,198,DSA,Queue,0,4,15,8.0,4,0.5965,1,0,pattern
S27,250,DSA,Queue,0,1,7,8.0,1,1.2782142857142855,0,0,mixed
S28,246,DSA,Queue,0,1,5,8.0,1,1.7895,0,0,trial
S28,286,DSA,Queue,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S28,11,DSA,Stack,0,2,3,8.0,2,2.9825,0,0,trial
S28,145,DSA,Stack,1,5,5,8.0,0,1.7895,0,0,mixed
S28,82,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,conceptual
S28,177,DSA,Queue,0,5,12,8.0,5,0.745625,1,0,pattern
S28,99,DSA,Stack,0,5,5,8.0,5,1.7895,1,0,trial
S28,149,DSA,Stack,0,2,12,8.0,2,0.745625,0,0,mixed
S28,72,DSA,Stack,0,4,7,8.0,4,1.2782142857142855,1,0,pattern
S28,160,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S29,245,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S29,272,DSA,Queue,1,4,14,8.0,0,0.6391071428571429,0,0,conceptual
S29,242,DSA,Queue,1,4,15,8.0,0,0.5965,0,0,conceptual
S29,49,DSA,Stack,1,2,12,8.0,0,0.745625,0,1,mixed
S29,152,DSA,Stack,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S29,92,DSA,Stack,1,4,5,8.0,0,1.7895,0,0,mixed
S29,159,DSA,Stack,0,4,15,8.0,4,0.5965,1,0,pattern
S29,11,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S29,210,DSA,Queue,0,5,7,8.0,5,1.2782142857142855,1,0,pattern
S29,201,DSA,Queue,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S30,263,DSA,Queue,1,2,8,8.0,0,1.1184375,0,1,pattern
S30,268,DSA,Queue,1,3,15,8.0,0,0.5965,0,0,mixed
S30,41,DSA,Stack,1,3,6,8.0,0,1.49125,0,0,mixed
S30,175,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S30,27,DSA,Stack,1,5,3,8.0,0,2.9825,0,0,mixed
S30,120,DSA,Stack,1,5,9,8.0,0,0.9941666666666666,0,0,mixed
S30,273,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S30,198,DSA,Queue,0,1,15,8.0,1,0.5965,0,0,mixed
S30,74,DSA,Stack,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S30,167,DSA,Stack,1,4,8,8.0,0,1.1184375,0,0,mixed
S31,25,DSA,Stack,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S31,290,DSA,Queue,1,3,5,8.0,0,1.7895,0,0,mixed
S31,178,DSA,Queue,1,5,13,8.0,0,0.6882692307692307,0,0,conceptual
S31,273,DSA,Queue,0,1,9,8.0,1,0.9941666666666666,0,0,mixed
S31,33,DSA,Stack,0,2,7,8.0,2,1.2782142857142855,0,0,mixed
S31,101,DSA,Stack,0,2,11,8.0,2,0.8134090909090909,0,0,mixed
S31,135,DSA,Stack,1,4,3,8.0,0,2.9825,0,0,mixed
S31,162,DSA,Stack,1,1,6,8.0,0,1.49125,0,1,pattern
S31,77,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S31,131,DSA,Stack,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S32,187,DSA,Queue,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S32,160,DSA,Stack,1,2,10,8.0,0,0.8947499999999999,0,1,mixed
S32,234,DSA,Queue,0,4,15,8.0,4,0.5965,1,0,pattern
S32,27,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,pattern
S32,188,DSA,Queue,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S32,22,DSA,Stack,0,3,15,8.0,3,0.5965,0,0,mixed
S32,96,DSA,Stack,1,2,14,8.0,0,0.6391071428571429,0,1,mixed
S32,262,DSA,Queue,1,1,12,8.0,0,0.745625,0,1,mixed
S32,105,DSA,Stack,0,3,8,8.0,3,1.1184375,0,0,mixed
S32,244,DSA,Queue,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S33,71,DSA,Stack,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S33,60,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S33,34,DSA,Stack,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S33,63,DSA,Stack,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S33,33,DSA,Stack,0,3,14,8.0,3,0.6391071428571429,0,0,mixed
S33,226,DSA,Queue,1,5,10,8.0,0,0.8947499999999999,0,0,conceptual
S33,172,DSA,Queue,1,1,9,8.0,0,0.9941666666666666,0,1,mixed
S33,199,DSA,Queue,1,3,15,8.0,0,0.5965,0,0,mixed
S33,115,DSA,Stack,1,2,11,8.0,0,0.8134090909090909,0,1,mixed
S33,98,DSA,Stack,0,5,11,8.0,5,0.8134090909090909,1,0,conceptual
S34,270,DSA,Queue,0,3,13,8.0,3,0.6882692307692307,0,0,mixed
S34,35,DSA,Stack,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S34,16,DSA,Stack,0,1,3,8.0,1,2.9825,0,0,trial
S34,289,DSA,Queue,0,3,10,8.0,3,0.8947499999999999,0,0,trial
S34,250,DSA,Queue,0,4,5,8.0,4,1.7895,1,0,trial
S34,193,DSA,Queue,0,3,6,8.0,3,1.49125,0,0,pattern
S34,56,DSA,Stack,0,1,13,8.0,1,0.6882692307692307,0,0,mixed
S34,286,DSA,Queue,1,3,15,8.0,0,0.5965,0,0,mixed
S34,23,DSA,Stack,0,4,5,8.0,4,1.7895,1,0,trial
S34,252,DSA,Queue,0,2,5,8.0,2,1.7895,0,0,trial
S35,96,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S35,159,DSA,Stack,0,1,6,8.0,1,1.49125,0,0,mixed
S35,122,DSA,Stack,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S35,34,DSA,Stack,1,5,3,8.0,0,2.9825,0,0,mixed
S35,157,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,pattern
S35,65,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,pattern
S35,75,DSA,Stack,0,2,12,8.0,2,0.745625,0,0,mixed
S35,101,DSA,Stack,0,4,6,8.0,4,1.49125,1,0,trial
S35,238,DSA,Queue,1,5,15,8.0,0,0.5965,0,0,conceptual
