id,subject,topic,concept,type,format,difficulty,question,optionA,optionB,optionC,optionD,answer,expected_time,concept_group
80,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
81,DSA,Stack,overflow,conceptual,mcq,2,overflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,overflow
82,DSA,Stack,overflow,conceptual,mcq,2,overflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,overflow
83,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
84,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
85,DSA,Stack,overflow,conceptual,mcq,2,overflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,overflow
86,DSA,Stack,overflow,conceptual,mcq,2,overflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,overflow
87,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
88,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
89,DSA,Stack,overflow,conceptual,mcq,2,Which statement describes overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
90,DSA,Stack,overflow,conceptual,mcq,2,Which concept is related to overflow?,Stack,Queue,Tree,Graph,A,8.0,overflow
91,DSA,Stack,underflow,conceptual,mcq,2,underflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,underflow
92,DSA,Stack,underflow,conceptual,mcq,2,Which concept is related to underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
93,DSA,Stack,underflow,conceptual,mcq,2,underflow is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,underflow
94,DSA,Stack,underflow,conceptual,mcq,2,underflow is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,underflow
95,DSA,Stack,underflow,conceptual,mcq,2,underflow is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,underflow
96,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
97,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
98,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
99,DSA,Stack,underflow,conceptual,mcq,2,underflow is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,underflow
100,DSA,Stack,underflow,conceptual,mcq,2,Which concept is related to underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
101,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
102,DSA,Stack,underflow,conceptual,mcq,2,underflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,underflow
103,DSA,Stack,underflow,conceptual,mcq,2,Which concept is related to underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
104,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
105,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
106,DSA,Stack,underflow,conceptual,mcq,2,underflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,underflow
107,DSA,Stack,underflow,conceptual,mcq,2,Which concept is related to underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
108,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
109,DSA,Stack,underflow,conceptual,mcq,2,underflow is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,underflow
110,DSA,Stack,underflow,conceptual,mcq,2,Which statement describes underflow?,Stack,Queue,Tree,Graph,A,8.0,underflow
111,DSA,Stack,recursion usage,conceptual,mcq,2,Which statement describes recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
112,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
113,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
114,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
115,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
116,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
117,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
118,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
119,DSA,Stack,recursion usage,conceptual,mcq,2,Which statement describes recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
120,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
121,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
122,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
123,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
124,DSA,Stack,recursion usage,conceptual,mcq,2,Which statement describes recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
125,DSA,Stack,recursion usage,conceptual,mcq,2,Which statement describes recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
126,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
127,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
128,DSA,Stack,recursion usage,conceptual,mcq,2,recursion usage is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
129,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
130,DSA,Stack,recursion usage,conceptual,mcq,2,Which concept is related to recursion usage?,Stack,Queue,Tree,Graph,A,8.0,recursion usage
131,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
132,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
133,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
134,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
135,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
136,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
137,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
138,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
139,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
140,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
141,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
142,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
143,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
144,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
145,DSA,Stack,expression evaluation,conceptual,mcq,2,Which statement describes expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
146,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
147,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
148,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
149,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
150,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
151,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
152,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
153,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
154,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
155,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
156,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
157,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
158,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
159,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
160,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
161,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
162,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
163,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
164,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
165,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
166,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
167,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
168,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
169,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
170,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
171,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
172,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
173,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
174,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
175,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
176,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
177,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
178,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
179,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
180,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
181,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
182,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
183,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
184,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
185,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
186,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
187,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
188,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
189,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
190,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
191,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
192,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
193,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
194,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
195,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
196,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
197,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
198,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
199,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
200,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
201,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
202,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
203,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
204,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
205,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
206,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
